formula,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,PCA_X,PCA_Y,Predicted_Stability,Stability_Probability
Na2ZnFeH6,1.0,30.0,29.0,8.4,8.88,1.0,2.0,92.0,90.0,68.0,29.0,92.0,1.00794,65.38,64.37205999999999,17.325217856000002,19.5807334272,1.00794,14.01,1811.0,1796.99,332.948,382.72560000000004,14.01,1.0,12.0,11.0,2.8,2.88,1.0,1.0,4.0,3.0,2.0,1.2,1.0,31.0,166.0,135.0,77.2,55.44000000000001,31.0,0.93,2.2,1.27,1.8539999999999999,0.4152000000000001,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,2.8,2.88,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,0.5599999999999999,1.0,6.615,29.2433333333,22.6283333333,12.28666666666,7.117333333324001,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,2.1106628,2.1106628,0.21106628,0.37991930399999996,0.0,194.0,229.0,35.0,204.5,14.7,194.0,-9.036963228854036,-0.8179145646132635,1,0.8046079111727967
Ca2CoCuH6,1.0,29.0,28.0,10.2,11.040000000000001,1.0,7.0,92.0,85.0,68.8,27.839999999999996,92.0,1.00794,63.546,62.53806,20.8682835,23.8324122,1.00794,14.01,1768.0,1753.99,543.9830000000001,635.9676,14.01,1.0,11.0,10.0,3.0,2.8,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,79.6,58.32000000000001,31.0,1.0,2.2,1.2000000000000002,1.8980000000000001,0.36280000000000007,2.2,1.0,2.0,1.0,1.3,0.41999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.7,2.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,3.0,2.8,1.0,0.0,1.0,1.0,0.7,0.41999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.4,1.0,6.615,37.77,31.155,13.654500000000002,9.646200000000002,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,194.0,225.0,31.0,203.3,13.020000000000005,194.0,-9.11507299976738,-0.6302938991820173,1,0.8046079111727967
Na2FeZnH6,1.0,30.0,29.0,8.4,8.88,1.0,2.0,92.0,90.0,68.0,29.0,92.0,1.00794,65.38,64.37205999999999,17.325217856000002,19.5807334272,1.00794,14.01,1811.0,1796.99,332.948,382.72560000000004,14.01,1.0,12.0,11.0,2.8,2.88,1.0,1.0,4.0,3.0,2.0,1.2,1.0,31.0,166.0,135.0,77.2,55.44000000000001,31.0,0.93,2.2,1.27,1.8539999999999999,0.4152000000000001,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,2.8,2.88,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.4,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,0.5599999999999999,1.0,6.615,29.2433333333,22.6283333333,12.28666666666,7.117333333324,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,2.1106628,2.1106628,0.21106628,0.37991930399999996,0.0,194.0,229.0,35.0,204.5,14.7,194.0,-9.036963228854036,-0.8179145646132635,1,0.8046079111727967
Na2VAlH6,1.0,23.0,22.0,6.4,6.480000000000001,1.0,2.0,92.0,90.0,67.5,30.5,92.0,1.00794,50.9415,49.93356,12.995021716,14.384498059200002,1.00794,14.01,2183.0,2168.99,394.227,465.6031999999999,14.01,1.0,13.0,12.0,2.6,2.56,1.0,1.0,4.0,3.0,1.9,1.08,1.0,31.0,166.0,135.0,79.2,57.84000000000001,31.0,0.93,2.2,1.27,1.83,0.44400000000000006,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6,0.9600000000000002,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.0,1.6,1.0,6.615,29.2433333333,22.6283333333,12.76666666666,7.381999999992,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.6,16.32,194.0,-7.415567849268285,-2.5664610279561866,1,0.8042891243080355
Na2AlVH6,1.0,23.0,22.0,6.4,6.480000000000001,1.0,2.0,92.0,90.0,67.5,30.5,92.0,1.00794,50.9415,49.93356,12.995021716,14.384498059200002,1.00794,14.01,2183.0,2168.99,394.227,465.6031999999999,14.01,1.0,13.0,12.0,2.6,2.56,1.0,1.0,4.0,3.0,1.9,1.08,1.0,31.0,166.0,135.0,79.2,57.84000000000001,31.0,0.93,2.2,1.27,1.83,0.4440000000000001,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6,0.9600000000000002,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.0,1.6,1.0,6.615,29.2433333333,22.6283333333,12.76666666666,7.381999999992002,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.6,16.32,194.0,-7.415567849268285,-2.5664610279561866,1,0.8042891243080355
Ca2ScCuH6,1.0,29.0,28.0,9.6,10.319999999999999,1.0,7.0,92.0,85.0,64.1,33.480000000000004,92.0,1.00794,63.546,62.53806,19.4705552,22.155138239999996,1.00794,14.01,1814.0,1799.99,548.5830000000001,641.4876,14.01,1.0,11.0,10.0,2.4,1.8399999999999999,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,84.0,63.6,31.0,1.0,2.2,1.2000000000000002,1.846,0.4356,2.2,1.0,2.0,1.0,1.3,0.41999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.1,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.4,1.8399999999999999,1.0,0.0,1.0,1.0,0.7,0.41999999999999993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.9,1.6200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.6,1.48,1.0,6.615,37.77,31.155,14.8535,10.642900000000001,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,6.35e-06,6.35e-06,6.350000000000001e-07,1.1430000000000001e-06,0.0,194.0,225.0,31.0,203.3,13.020000000000005,194.0,-9.763386924047195,0.0431289336588266,1,0.8041932073352333
Ca2CuScH6,1.0,29.0,28.0,9.6,10.319999999999999,1.0,7.0,92.0,85.0,64.1,33.480000000000004,92.0,1.00794,63.546,62.53806,19.4705552,22.15513824,1.00794,14.01,1814.0,1799.99,548.5830000000001,641.4876,14.01,1.0,11.0,10.0,2.4,1.8399999999999999,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,84.0,63.6,31.0,1.0,2.2,1.2000000000000002,1.846,0.4356000000000001,2.2,1.0,2.0,1.0,1.3,0.42000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.1,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.4,1.8399999999999999,1.0,0.0,1.0,1.0,0.7,0.42000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.9,1.6200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.6,1.48,1.0,6.615,37.77,31.155,14.853500000000002,10.642900000000001,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,6.35e-06,6.35e-06,6.350000000000001e-07,1.1430000000000001e-06,0.0,194.0,225.0,31.0,203.3,13.020000000000005,194.0,-9.763386924047195,0.04312893365882649,1,0.8041932073352333
Ca2ScTiH6,1.0,22.0,21.0,8.9,9.48,1.0,7.0,92.0,85.0,62.0,36.0,92.0,1.00794,47.867,46.85906,17.9026552,20.273658239999996,1.00794,14.01,1941.0,1926.99,606.9060000000001,711.4752000000001,14.01,1.0,4.0,3.0,1.7,0.8399999999999999,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,86.8,66.96,31.0,1.0,2.2,1.2000000000000002,1.81,0.46800000000000014,2.2,1.0,2.0,1.0,1.4,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7,0.8399999999999999,1.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.7,2.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.3,2.4799999999999995,1.0,6.615,37.77,31.155,15.4155,10.560599999999999,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,2.25333333333e-05,2.25333333333e-05,2.8883333333300003e-06,4.621333333328001e-06,0.0,194.0,225.0,31.0,200.2,9.919999999999993,194.0,-10.797277767934563,-0.32034326935845675,1,0.8027110517701953
Ca2TiScH6,1.0,22.0,21.0,8.9,9.48,1.0,7.0,92.0,85.0,62.0,36.0,92.0,1.00794,47.867,46.85906,17.902655199999998,20.273658239999996,1.00794,14.01,1941.0,1926.99,606.9060000000001,711.4752000000001,14.01,1.0,4.0,3.0,1.7,0.8399999999999999,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,86.8,66.96,31.0,1.0,2.2,1.2000000000000002,1.81,0.4680000000000001,2.2,1.0,2.0,1.0,1.4,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7,0.8399999999999999,1.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.7,2.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.3,2.4799999999999995,1.0,6.615,37.77,31.155,15.4155,10.560599999999999,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,2.25333333333e-05,2.25333333333e-05,2.8883333333300003e-06,4.621333333328001e-06,0.0,194.0,225.0,31.0,200.2,9.919999999999993,194.0,-10.797277767934563,-0.32034326935845675,1,0.8027110517701953
Cs2CuAlH6,1.0,55.0,54.0,15.8,18.32,1.0,5.0,92.0,87.0,69.9,27.139999999999997,92.0,1.00794,132.9054519,131.8975119,36.238608240000005,44.12821581600001,1.00794,14.01,1357.77,1343.76,297.848,340.60560000000004,14.01,1.0,13.0,12.0,3.2,3.5200000000000005,1.0,1.0,6.0,5.0,2.5,1.8,1.0,31.0,244.0,213.0,92.7,74.04,31.0,0.79,2.2,1.4100000000000001,1.829,0.45940000000000014,2.2,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.2,1.9200000000000004,1.0,0.0,1.0,1.0,0.9,0.18,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.4,0.72,1.0,6.615,115.765,109.15,29.877,34.3552,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.2,15.839999999999998,194.0,-9.463504661588098,2.7542562338899303,1,0.8026175771971497
Cs2AlCuH6,1.0,55.0,54.0,15.8,18.32,1.0,5.0,92.0,87.0,69.9,27.139999999999997,92.0,1.00794,132.9054519,131.8975119,36.238608240000005,44.12821581600001,1.00794,14.01,1357.77,1343.76,297.848,340.60560000000004,14.01,1.0,13.0,12.0,3.2,3.5200000000000005,1.0,1.0,6.0,5.0,2.5,1.8,1.0,31.0,244.0,213.0,92.7,74.04,31.0,0.79,2.2,1.4100000000000001,1.829,0.45940000000000014,2.2,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.2,1.9200000000000004,1.0,0.0,1.0,1.0,0.9,0.18,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.4,0.72,1.0,6.615,115.765,109.15,29.877,34.3552,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,207.2,15.839999999999998,194.0,-9.463504661588098,2.7542562338899303,1,0.8026175771971497
K2CuMnH6,1.0,29.0,28.0,9.8,10.559999999999999,1.0,3.0,92.0,89.0,67.4,29.52,92.0,1.00794,63.546,62.53806,20.272828500000003,23.1178662,1.00794,14.01,1519.0,1504.99,363.389,429.99840000000006,14.01,1.0,11.0,10.0,2.6,2.56,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,203.0,172.0,86.3,66.35999999999999,31.0,0.82,2.2,1.3800000000000003,1.829,0.45940000000000014,2.2,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.6,2.56,1.0,0.0,1.0,1.0,0.9,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.4,0.72,1.0,6.615,73.1066666667,66.4916666667,20.74609195403,20.944229885068,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.000310120689655,0.000310120689655,3.10120689655e-05,5.58217241379e-05,0.0,194.0,229.0,35.0,206.4,14.88,194.0,-10.029462630751077,0.6155918782921251,1,0.8023744002981565
K2MnCuH6,1.0,29.0,28.0,9.8,10.559999999999999,1.0,3.0,92.0,89.0,67.4,29.52,92.0,1.00794,63.546,62.53806,20.2728285,23.117866199999998,1.00794,14.01,1519.0,1504.99,363.389,429.99840000000006,14.01,1.0,11.0,10.0,2.6,2.56,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,203.0,172.0,86.3,66.35999999999999,31.0,0.82,2.2,1.3800000000000003,1.829,0.45940000000000014,2.2,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,2.6,2.56,1.0,0.0,1.0,1.0,0.9,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.4,0.72,1.0,6.615,73.1066666667,66.4916666667,20.74609195403,20.944229885068,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.000310120689655,0.000310120689655,3.10120689655e-05,5.58217241379e-05,0.0,194.0,229.0,35.0,206.4,14.88,194.0,-10.029462630751077,0.615591878292125,1,0.8023744002981565
Na2AlCoH6,1.0,27.0,26.0,6.8,6.959999999999999,1.0,2.0,92.0,90.0,68.7,28.819999999999993,92.0,1.00794,58.933195,57.925255,13.794191216000002,15.343501459200002,1.00794,14.01,1768.0,1753.99,352.727,406.46040000000005,14.01,1.0,13.0,12.0,3.0,3.2,1.0,1.0,4.0,3.0,1.9,1.08,1.0,31.0,166.0,135.0,76.5,54.6,31.0,0.93,2.2,1.27,1.855,0.41900000000000015,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.0,1.6,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6,0.9600000000000002,1.0,6.615,29.2433333333,22.6283333333,12.49016666666,7.499233333324,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,194.0,229.0,35.0,204.1,14.139999999999997,194.0,-7.2042978814019385,-2.428740909387963,1,0.8013132232171545
Na2CoAlH6,1.0,27.0,26.0,6.8,6.959999999999999,1.0,2.0,92.0,90.0,68.7,28.820000000000004,92.0,1.00794,58.933195,57.925255,13.794191215999998,15.343501459200002,1.00794,14.01,1768.0,1753.99,352.727,406.46040000000005,14.01,1.0,13.0,12.0,3.0,3.2,1.0,1.0,4.0,3.0,1.9,1.08,1.0,31.0,166.0,135.0,76.5,54.6,31.0,0.93,2.2,1.27,1.855,0.41900000000000015,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.0,1.6,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6,0.9600000000000002,1.0,6.615,29.2433333333,22.6283333333,12.49016666666,7.499233333324,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,194.0,229.0,35.0,204.1,14.139999999999997,194.0,-7.2042978814019385,-2.428740909387963,1,0.8013132232171545
K2ZnVH6,1.0,30.0,29.0,9.7,10.440000000000001,1.0,3.0,92.0,89.0,67.3,29.980000000000008,92.0,1.00794,65.38,64.37205999999999,20.056573999999998,22.8583608,1.00794,14.01,2183.0,2168.99,363.28,429.82399999999996,14.01,1.0,12.0,11.0,2.5,2.4,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,203.0,172.0,86.7,66.84,31.0,0.82,2.2,1.3800000000000003,1.812,0.46560000000000007,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.3,2.0799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,2.5,2.4,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.5,1.1,1.0,6.615,73.1066666667,66.4916666667,21.287333333339998,20.727733333344,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,204.5,14.7,194.0,-9.980778226286422,0.7301977828007227,1,0.8009166997713716
K2VZnH6,1.0,30.0,29.0,9.7,10.440000000000001,1.0,3.0,92.0,89.0,67.3,29.979999999999997,92.0,1.00794,65.38,64.37205999999999,20.056574,22.8583608,1.00794,14.01,2183.0,2168.99,363.28,429.82399999999996,14.01,1.0,12.0,11.0,2.5,2.4,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,203.0,172.0,86.7,66.84,31.0,0.82,2.2,1.3800000000000003,1.812,0.46560000000000007,2.2,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.3,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,2.5,2.4,1.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.5,1.1,1.0,6.615,73.1066666667,66.4916666667,21.287333333339998,20.727733333344,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,204.5,14.7,194.0,-9.980778226286422,0.7301977828007226,1,0.8009166997713716
Ca2CoScH6,1.0,27.0,26.0,9.4,10.080000000000002,1.0,7.0,92.0,85.0,63.5,34.2,92.0,1.00794,58.933195,57.925255,19.009274700000002,21.60160164,1.00794,14.01,1814.0,1799.99,589.606,690.7152,14.01,1.0,9.0,8.0,2.2,1.52,1.0,1.0,4.0,3.0,2.2,1.44,1.0,31.0,176.0,145.0,83.4,62.879999999999995,31.0,1.0,2.2,1.2000000000000002,1.844,0.4344000000000001,2.2,1.0,2.0,1.0,1.4,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.2,1.52,1.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,1.6800000000000002,1.0,6.615,37.77,31.155,14.771,10.692400000000001,6.615,0.0,7.853,7.853,4.711799999999999,3.7694400000000003,7.853,0.0,1.5484712,1.5484712,0.154847755,0.278724689,0.0,194.0,225.0,31.0,200.2,9.919999999999993,194.0,-10.149268360119017,0.018100431058292087,1,0.8003143750988587
